filename,operator,time,plot,plant,,line_raw_slope (N/m),line_push_slope (N/m),ransac_slope(N/m),ratio captured,points
./data/1259/2019_9_27_16_16_50.csv,LE,R5,1259,5,B,276.4990187,316.6567481,340.5342021,0.909090909,22
./data/1259/2019_9_27_16_17_14.csv,LE,R5,1259,5,C,241.997729,266.2664473,269.2070628,0.80952381,21
./data/1259/2019_9_27_16_18_3.csv,LE,R5,1259,5,D,164.6139743,218.4642222,195.0412047,0.730769231,26
./data/1259/2019_9_27_16_18_47.csv,LE,R5,1259,6,A,360.5438979,392.6672678,398.1689035,0.904761905,21
./data/1259/2019_9_27_16_19_22.csv,LE,R5,1259,6,B,312.3630495,285.6889149,304.410373,0.863636364,22
./data/1259/2019_9_27_16_20_13.csv,LE,R5,1259,6,C,222.1290895,248.924515,260.967503,0.925925926,27
./data/1259/2019_9_27_16_21_3.csv,LE,R5,1259,6,D,118.3672549,140.8358909,144.0607181,0.923076923,26
./data/1259/2019_9_27_16_21_59.csv,LE,R5,1259,7,A,389.2401486,326.9638893,351.9912516,0.9,20
./data/1259/2019_9_27_16_22_34.csv,LE,R5,1259,7,B,273.5004002,301.0470567,326.6588274,0.913043478,23
./data/1259/2019_9_27_16_23_48.csv,LE,R5,1259,7,D,160.0461952,163.2039403,165.6649232,0.777777778,27
./data/1259/2019_9_27_16_23_9.csv,LE,R5,1259,7,C,230.82968,252.223194,207.5727625,0.9,20
./data/1259/2019_9_27_16_24_22.csv,LE,R5,1259,8,A,365.3009208,483.9835615,343.6235172,0.866666667,15
./data/1259/2019_9_27_16_25_14.csv,LE,R5,1259,8,B,326.9059963,357.7729686,366.854935,0.904761905,21
./data/1259/2019_9_27_16_25_47.csv,LE,R5,1259,8,C,287.4724554,329.8952115,407.6262822,0.9,20
./data/1259/2019_9_27_16_26_21.csv,LE,R5,1259,8,D,261.1979109,299.7196372,274.7049497,0.916666667,24
./data/1259/2019_9_27_16_27_1.csv,LE,R5,1259,9,A,327.7514059,385.8481901,385.8432178,0.888888889,27
./data/1259/2019_9_27_16_27_31.csv,LE,R5,1259,9,B,302.8118528,309.7892619,310.3685092,0.904761905,21
./data/1259/2019_9_27_16_28_22.csv,LE,R5,1259,9,C,245.2498704,247.1670935,248.4946874,0.913043478,23
./data/1259/2019_9_27_16_29_12.csv,LE,R5,1259,9,D,155.0590795,125.5036175,102.2558698,0.666666667,24
./data/1259/2019_9_27_16_29_56.csv,LE,R5,1259,10,A,349.7660814,410.558762,408.2869336,0.909090909,22
./data/1259/2019_9_27_16_30_32.csv,LE,R5,1259,10,B,256.6657923,265.5654651,234.4205892,0.761904762,21
./data/1259/2019_9_27_16_31_27.csv,LE,R5,1259,10,C,226.4043945,223.7311971,209.8313398,0.904761905,21
./data/1259/2019_9_27_16_32_14.csv,LE,R5,1259,10,D,99.19017222,144.0353896,142.7577457,0.916666667,24
./data/1259/2019_9_27_16_3_47.csv,LE,R5,1259,1,A,312.9307137,323.5409657,362.2043839,0.772727273,22
./data/1259/2019_9_27_16_5_26.csv,LE,R5,1259,1,B,284.2220773,357.1425375,322.0029883,0.88,25
./data/1259/2019_9_27_16_6_16.csv,LE,R5,1259,1,C,188.8479336,253.8299413,243.1247595,0.916666667,24
./data/1259/2019_9_27_16_7_18.csv,LE,R5,1259,1,D,144.1425551,174.9324227,177.9867911,0.72,25
./data/1259/2019_9_27_16_8_3.csv,LE,R5,1259,2,A,305.9929139,314.6184084,370.609785,0.928571429,28
./data/1259/2019_9_27_16_8_43.csv,LE,R5,1259,2,B,240.6257317,275.847511,260.6145472,0.909090909,22
./data/1259/2019_9_27_16_9_28.csv,LE,R5,1259,2,C,175.3129885,227.882078,228.510493,0.92,25
./data/1383/2019_9_27_15_29_30.csv,LE,R5,1383,1,A,403.0630475,499.525295,502.2457912,0.923076923,26
./data/1383/2019_9_27_15_32_0.csv,LE,R5,1383,1,B,426.0841714,492.4524332,521.2513682,0.904761905,21
./data/1383/2019_9_27_15_32_41.csv,LE,R5,1383,1,C,313.1447524,363.3001869,409.9878142,0.791666667,24
./data/1383/2019_9_27_15_33_24.csv,LE,R5,1383,1,D,253.2649837,300.7378899,307.0809453,0.846153846,26
./data/1383/2019_9_27_15_34_16.csv,LE,R5,1383,2,A,367.8023895,423.3065377,451.2000479,0.78125,32
./data/1383/2019_9_27_15_35_12.csv,LE,R5,1383,2,B,286.3817136,239.6907905,249.8244068,0.9,20
./data/1383/2019_9_27_15_36_4.csv,LE,R5,1383,2,C,199.8656166,264.1715905,304.3663123,0.916666667,24
./data/1383/2019_9_27_15_36_50.csv,LE,R5,1383,3,A,401.3941747,402.0463336,393.0067864,0.875,16
./data/1383/2019_9_27_15_37_24.csv,LE,R5,1383,3,B,338.5828333,305.9075651,398.4800003,0.857142857,14
./data/1383/2019_9_27_15_38_4.csv,LE,R5,1383,3,C,298.9985029,0,0,0,0
./data/1383/2019_9_27_15_38_50.csv,LE,R5,1383,4,A,348.2002801,477.1186107,509.1354233,0.894736842,19
./data/1383/2019_9_27_15_40_45.csv,LE,R5,1383,4,C,256.6486231,293.4438413,375.6317853,0.92,25
./data/1383/2019_9_27_15_40_5.csv,LE,R5,1383,4,B,325.1483515,448.0267051,372.6559019,0.894736842,19
./data/1383/2019_9_27_15_41_35.csv,LE,R5,1383,4,D,194.2886556,255.4775421,270.3924592,0.869565217,23
./data/1383/2019_9_27_15_42_33.csv,LE,R5,1383,5,A,327.4409493,286.5040104,274.3738596,0.866666667,15
./data/1383/2019_9_27_15_43_13.csv,LE,R5,1383,5,B,309.3775657,262.1512229,251.5703577,0.888888889,18
./data/1383/2019_9_27_15_43_43.csv,LE,R5,1383,5,C,200.7882192,242.3563813,253.2711723,0.923076923,26
./data/1383/2019_9_27_15_44_25.csv,LE,R5,1383,6,A,375.5758755,416.2043501,426.3203076,0.933333333,30
./data/1383/2019_9_27_15_45_1.csv,LE,R5,1383,6,B,311.4088121,418.4477159,362.2076985,0.913043478,23
./data/1383/2019_9_27_15_46_5.csv,LE,R5,1383,6,C,234.0328699,292.5582498,281.4323937,0.916666667,24
./data/1383/2019_9_27_15_47_6.csv,LE,R5,1383,6,D,159.8699604,210.3727358,200.0708488,0.9,20
./data/1383/2019_9_27_15_48_36.csv,LE,R5,1383,7,B,294.6749227,266.9261994,243.3363006,0.888888889,18
./data/1383/2019_9_27_15_48_4.csv,LE,R5,1383,7,A,330.9756239,344.5323381,374.5876058,0.904761905,21
./data/1383/2019_9_27_15_51_38.csv,LE,R5,1383,7,C,219.6096775,286.6958845,266.7281993,0.9,20
./data/1383/2019_9_27_15_52_29.csv,LE,R5,1383,7,D,101.2309554,71.07980852,110.0207371,0.875,16
./data/1383/2019_9_27_15_53_42.csv,LE,R5,1383,8,A,337.9854409,331.6905162,255.7623207,0.846153846,13
./data/1383/2019_9_27_15_54_11.csv,LE,R5,1383,8,B,248.4756566,333.117438,297.232029,0.916666667,24
./data/1383/2019_9_27_15_55_10.csv,LE,R5,1383,8,C,143.4628521,198.7908599,207.3042267,0.913043478,23
./data/1383/2019_9_27_15_56_18.csv,LE,R5,1383,9,A,267.5042028,291.7839146,270.4671833,0.913043478,23
./data/1383/2019_9_27_15_56_44.csv,LE,R5,1383,9,B,246.7495061,288.3034862,349.8192635,0.9,20
./data/1383/2019_9_27_15_57_49.csv,LE,R5,1383,9,C,178.5238378,222.6366114,221.5372085,0.896551724,29
./data/1383/2019_9_27_15_58_29.csv,LE,R5,1383,10,A,300.9320995,332.1632731,319.792767,0.913043478,23
./data/1383/2019_9_27_15_59_57.csv,LE,R5,1383,10,C,194.2357748,266.875287,281.9800678,0.925925926,27
./data/1383/2019_9_27_15_59_8.csv,LE,R5,1383,10,B,275.1002755,316.8837408,339.2459336,0.916666667,24
./data/1383/2019_9_27_16_1_2.csv,LE,R5,1383,10,D,91.45284429,130.296907,151.7422664,0.931034483,29
./data/1383/2019_9_27_16_1_46.csv,LE,R5,1383,11,A,149.0750236,173.1774972,173.0264475,0.923076923,26
./data/1383/2019_9_27_16_2_9.csv,LE,R5,1383,11,B,113.009627,136.6144123,140.8378802,0.769230769,26
./data/1383/2019_9_27_16_3_2.csv,LE,R5,1383,11,C,94.92079612,114.4406894,110.2727574,0.939393939,33
