filename,operator,time,test,Geno,plant,plot,whirl_id,line_raw_slope (N/m),line_push_slope (N/m),ransac_slope(N/m),ratio captured,points
./data/ThirdSet/2080_1_5_23_59_44(3).csv,JR,4PM,blue,CML258,3,Plot B,1383,213.3133299,187.4954445,225.9085395,0.714285714,14
./data/ThirdSet/2019_9_2_19_44_21.csv,JR,4PM,red,CML258,3,Plot B,1383,243.4707278,217.5029549,262.3225398,0.857142857,14
./data/ThirdSet/2019_9_2_19_49_47.csv,JR,4PM,black,CML258,3,Plot B,1383,247.0167902,201.9015557,222.602868,0.529411765,17
./data/ThirdSet/2080_1_5_23_59_52.csv,JR,4PM,blue,CML258,4,Plot B,1383,220.9135506,218.9391962,413.2898126,0.642857143,14
./data/ThirdSet/2019_9_2_19_44_40.csv,JR,4PM,red,CML258,4,Plot B,1383,184.9147485,150.6259852,114.1479112,0.6,10
./data/ThirdSet/2019_9_2_19_50_20.csv,JR,4PM,black,CML258,4,Plot B,1383,206.0354338,243.7407963,332.1051556,0.8,15
./data/ThirdSet/2080_1_5_23_59_43(3).csv,JR,4PM,blue,CML258,5,Plot B,1383,166.80657,153.93868,295.6123151,0.6875,16
./data/ThirdSet/2019_9_2_19_45_28.csv,JR,4PM,red,CML258,5,Plot B,1383,178.2494449,99.67199525,60.90050693,0.5,14
./data/ThirdSet/2019_9_2_19_50_34.csv,JR,4PM,black,CML258,5,Plot B,1383,180.1698863,171.1471792,116.995209,0.5625,16
./data/ThirdSet/2080_1_5_23_59_42.csv,JR,4PM,blue,CML258,6,Plot B,1383,161.0629908,87.29958109,48.22122262,0.583333333,12
./data/ThirdSet/2019_9_2_19_45_45.csv,JR,4PM,red,CML258,6,Plot B,1383,215.5223809,151.9077875,185.8655146,0.714285714,14
./data/ThirdSet/2019_9_2_19_50_49.csv,JR,4PM,black,CML258,6,Plot B,1383,231.8552011,203.3910309,351.418365,0.8,15
./data/ThirdSet/2080_1_5_23_59_44(4).csv,JR,4PM,blue,CML258,7,Plot B,1383,175.60407,163.666237,171.8180252,0.545454545,11
./data/ThirdSet/2019_9_2_19_46_5.csv,JR,4PM,red,CML258,7,Plot B,1383,195.4571324,159.7911534,155.0475352,0.866666667,15
./data/ThirdSet/2019_9_2_19_51_20.csv,JR,4PM,black,CML258,7,Plot B,1383,233.6247579,207.1388288,258.1148526,0.875,16
./data/ThirdSet/2080_1_5_23_59_43(4).csv,JR,4PM,blue,CML258,8,Plot B,1383,154.7003187,86.19092134,93.99278273,0.5,12
./data/ThirdSet/2019_9_2_19_46_31.csv,JR,4PM,red,CML258,8,Plot B,1383,195.0700489,125.8780117,179.9516018,0.6875,16
./data/ThirdSet/2019_9_2_19_51_38.csv,JR,4PM,black,CML258,8,Plot B,1383,183.7921063,136.0742797,183.2933156,0.785714286,14
./data/ThirdSet/2080_1_5_23_59_43(5).csv,JR,4PM,blue,CML258,9,Plot B,1383,125.2987874,109.3931945,79.2358042,0.636363636,11
./data/ThirdSet/2019_9_2_19_46_54.csv,JR,4PM,red,CML258,9,Plot B,1383,163.7745127,117.5962434,59.3073471,0.5625,16
./data/ThirdSet/2019_9_2_19_51_55.csv,JR,4PM,black,CML258,9,Plot B,1383,148.0786942,140.7693374,182.1164733,0.705882353,17
./data/ThirdSet/2080_1_5_23_59_49.csv,JR,4PM,blue,CML258,10,Plot B,1383,178.4905701,122.7564877,196.7467643,0.461538462,13
./data/ThirdSet/2019_9_2_19_47_37.csv,JR,4PM,red,CML258,10,Plot B,1383,194.2915242,125.7118269,198.3240121,0.875,16
./data/ThirdSet/2019_9_2_19_52_12.csv,JR,4PM,black,CML258,10,Plot B,1383,165.2205407,111.1928821,88.60778292,0.625,16
./data/ThirdSet/2080_1_5_23_59_43(6).csv,JR,4PM,blue,CML258,11,Plot B,1383,61.20899345,64.59381276,34.00081148,0.428571429,14
./data/ThirdSet/2019_9_2_19_47_55.csv,JR,4PM,red,CML258,11,Plot B,1383,67.44371596,73.92012522,78.67953872,0.555555556,18
./data/ThirdSet/2019_9_2_19_52_29.csv,JR,4PM,black,CML258,11,Plot B,1383,81.8946733,49.72833633,41.06346979,0.619047619,21
